dataset,instance,budget,rmse_vs_exact,unique_queries,source,elapsed_s
wine,0,64,0.007939077638053713,64,"slds-lmu/shapleig@d52c09e (MIT) — pure-NumPy/SciPy port of the official algorithm (_compute_eig_function_property_naive_Z + _get_shapley_weights); same math, no torch (macOS crash-free)",16.0
