dataset,n_instances,clusters,eps,budget,range_mode,rmse_gas_mean,rmse_gas_std,rmse_kernel_mean,rmse_mc_mean,simultaneous_coverage_rate,marginal_coverage_rate,sign_certified_fraction,mean_width,max_width_max,gas_evals_mean,exact_evals,kernel_evals,mc_evals_mean,converged_fraction,status_counts
air,50,4,0.05,3000,finite_population,0.001863228288492377,0.0011657986246616453,0.006168159531145161,0.03695107201335875,1.0,1.0,0.0,1.8540830080708548,5.601881276473685,1436.08,2048,256,1629.96,0.0,{'BUDGET_EXHAUSTED': 50}
