M,K,range_mode,status,converged,certificate_is_rigorous,certificate_at_nominal_level,realised_coverage_level,delta1_coupon,unique_coalition_evals,attempted_stage2_draws,pow2_M,unique_vs_2M_ratio,rmse_vs_exact,sim_cov,n_sign_certified,signs_match_exact,min_certified_margin,mean_width,max_width,model_evals,elapsed_s
30,500000,finite_population,VALID,True,False,False,0.0,742.2203957174368,229850,266228,1073741824,0.00021406449377536774,9.158754150539412e-06,1.0,3,1,0.0018702344937561732,0.03813076552308247,0.04266170997384615,14710273,88.0
30,1000000,finite_population,VALID,True,False,False,0.0,742.2203957174368,229850,266228,1073741824,0.00021406449377536774,9.158754150539412e-06,1.0,3,1,0.0018702344937561732,0.03813076552308247,0.04266170997384615,14710273,86.4
