budget,status,converged,range_mode,mean_width,max_width,sign_certified_fraction,n_sign_certified,signs_match_exact,min_exact_margin,max_err_vs_exact,elapsed_s,delta1,realised_level,at_nominal_level,certificate_is_rigorous
150000,BUDGET_EXHAUSTED,False,finite_population,0.044854422408514914,0.06238395386424048,0.09090909090909091,1,1,0.19425280297619638,0.0003740218548059504,48.5,0.08282544284784914,0.8921745571521509,False,False
200000,CERTIFIED,True,finite_population,0.03549843950170639,0.04960023878304509,0.09090909090909091,1,1,0.20703651805739176,0.00015472652485198912,54.2,0.012996979584753833,0.9620030204152461,True,True
